"Region (English) / Région (anglais)","Region (French) / Région (français)","Scenario (English) / Scénario (anglais)","Scenario (French) / Scénario (français)","Economic Sector (English) / Secteur économique (anglais)","Economic Sector (French) / Secteur économique (français)","Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais)","Subsector Level 1 (French) / Sous-secteur niveau 1 (français)","Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais)","Subsector Level 2 (French) / Sous-secteur niveau 2 (français)","Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais)","Subsector Level 3 (French) / Sous-secteur niveau 3 (français)","Units (English) / Unité (anglais)","Units (French) / Unité (français)","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"Saskatchewan","Saskatchewan","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8"
"Saskatchewan","Saskatchewan","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.4","5.5","5.5","5.5","5.6","5.6","5.6","5.7","5.7","5.7","5.7","5.7","5.7","5.7","5.7"
"Saskatchewan","Saskatchewan","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.9","4.9","5","5","5","5","5","5","5","5","5.1","5.1","5.1","5.1","5.1"
"Saskatchewan","Saskatchewan","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saskatchewan","Saskatchewan","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.7","0.7","0.7","0.7"
"Saskatchewan","Saskatchewan","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4"
"Saskatchewan","Saskatchewan","2022 Reference Case","Scénario de reference 2022","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","70","67.8","66.2","64.5","62.2","62.3","62","60.1","59.1","58.4","58.1","57.5","57.3","57.3","57.4"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.2","5.3","5.4","4.9","4.8","4.7","4.6","4.5","4.4","4.3","4.3","4.3","4.2","4.2","4.2"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Frontier Oil Production","Production de pétrole des régions pionnières","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.3","2.3","2.3","2.2","2.2","2","2","2","2","2","2","2.1","2.1","2.2","2.3"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.6","10.3","10.3","10.4","10.5","10.3","10.5","10.7","10.9","11","11.3","11.6","11.9","12.3","12.6"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Liquid Natural Gas Production","Production de gaz naturel liquéfié","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","36.8","36.7","36.6","36.7","35.3","33.2","31.4","29.7","27.7","26.5","25.5","24.8","24.2","23.8","23.5"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen In Situ","Bitume In Situ","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","45.8","45.5","45.1","45.8","46","45.7","45.7","46.1","46","46.1","45.9","45.9","46.5","46.8","46.6"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Mining","Extraction du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.9","15.8","15.8","15.6","18.3","18.1","17.9","17.7","17.5","17.3","17.2","17.1","17","16.9","16.7"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil Sands","Sables bitumineux","Bitumen Upgrading","Valorisation du bitume","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24.6","24.4","24.1","23.8","23.9","22.1","21.2","20.3","19.5","18.6","18.2","17.8","17.4","17.1","16.7"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.3","5.5","5.8","6","6.1","6","5.9","5.7","5.7","5.8","5.7","5.6","5.6","5.6","5.6"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.4","27.3","23.7","17","13.9","14.4","13.6","12.8","13.1","12.9","12","12","12.2","12","11.9"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17.3","17.7","17.5","17.4","17.3","17","16.9","16.7","16.5","16.3","16.3","16.3","16.3","16.4","16.5"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","1","1","1.1","1.1","1.1","1.1","1.1","1.1","1.2","1.2","1.2","1.2","1.3"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.2","1.3","1.4","1.4","1.5","1.5","1.5","1.5","1.6","1.6","1.6","1.6","1.6","1.6","1.7"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.5","10.7","10.9","11.1","11.3","11.1","10.9","10.7","10.5","10.2","10.1","9.9","9.8","9.7","9.6"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.7","1.6","1.6","1.6","1.6","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.6","1.5","1.5"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12.6","12.6","12.5","12.5","12.5","12.6","12.7","12.6","12.3","12.2","12.2","12.3","12.2","10.9","11.1"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.4","1.4","1.5","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.4","0.9","0.4","0.4"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.6","0.6","0.6","0.5","0.6","0.6","0.6","0.6","0.7","0.7","0.7","0.6","0.6","0.6"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.1","11","10.7","10.5","10.3","10","9.8","9.7","9.5","9.3","9.2","9.2","9","8.9","8.8"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.4","8.3","8.1","8","8","7.9","7.8","7.8","7.8","7.7","7.7","7.7","7.7","7.8","7.8"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.3","11.3","11.3","11.3","11.3","11.3","11.3"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.9","5","5","5.1","5.2","5.2","5.3","5.3","5.4","5.4","5.4","5.4","5.4","5.4","5.4"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.3","3.3","3.3","3.3","3.3","3.2","3.2","3.2","3.1","3.1","3.1","3.1","3.1","3.1","3.1"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.9","3","3","3","3","2.9","2.9","2.9","2.9","2.9","2.8","2.9","2.9","2.9","2.9"
"Alberta","Alberta","2022 Reference Case","Scénario de reference 2022","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.3","5.3","5.3","5.3","5.3","5.3","5.3","5.3","5.3","5.3","5.3","5.4","5.4","5.5","5.5"
